	Acceleration	Available from	Braking	Default Radio Stations	Discounted Price	Drive Train	Game Edition	Gears	Handling	Manufacturer	Mass / Weight	Notes	Overall	Purchase Price	Release Date	Seats	Sell	Sell Price - Resale	Sell Price - Stolen	Speed	Storage Location	Title Update	Top Speed	Variants	Vehicle Class	Vehicle Features
brute-tour-bus.html	30.00	Cannot be acquired	8.33			RWD	All Editions	4	46.97	Brute	5500		36.08		September 17, 2013	10	Cannot be sold			59.02	Cannot be stored	1.01 Game Launch	110		Service	
brute-utility-truck-cherry-picker.html	30.00	Cannot be acquired	8.33			RWD	All Editions	4	48.48	Brute	7500		37.13		September 17, 2013	2	Cannot be sold			61.70	Cannot be stored	1.01 Game Launch	115		Utility	
brute-utility-truck.html	30.00	Cannot be acquired	8.33			RWD	All Editions	4	48.48	Brute	6500		37.13		September 17, 2013	2	Cannot be sold			61.70	Cannot be stored	1.01 Game Launch	115		Utility	
brutus-arena.html	67.50	ArenaWar.tv	20.00		2005000	AWD	GTA Online - Next Gen	8	60.61	Declasse	3500	*The discounted SecuroServ Trade Price becomes available after the player has unlocked it as a sponsorship tier reward in the Arena War Career.	55.81	2666650	December 11, 2018	2	Can be sold only if purchased (High-End)	1599990		75.12	Garage (Personal Vehicle), Arena Workshop	1.46 Arena War	140	Apocalypse Brutus; Future Shock Brutus; Nightmare Brutus	Off-Road	Armed Vehicle, Arena Contender
buckingham-alpha-z1.html	58.09	Elitas Travel	75.00		1595000	FWD	GTA Online - Next Gen		5.45	Buckingham	450	*The discounted SecuroServ Trade Price becomes available after the player has completed 9 Air Freight Cargo Missions.	48.66	2121350	August 29, 2017	1	Can be sold only if purchased (High-End)	1272810		56.11	Hangar (Personal Aircraft)	1.41 Smuggler's Run	184		Planes	
buckingham-howard-nx-25.html	58.09	Elitas Travel	75.00		975000	FWD	GTA Online - Next Gen		5.45	Buckingham	450	*The discounted SecuroServ Trade Price becomes available after the player has completed 27 Air Freight Cargo Missions.	48.67	1296750	September 26, 2017	1	Can be sold only if purchased (High-End)	778050		56.11	Hangar (Personal Aircraft)	1.41 Smuggler's Run	184		Planes	
buckingham-luxor-deluxe.html	40.50	Elitas Travel	40.20			FWD	All Editions		12.88	Buckingham	6500		48.21	10000000	June 10, 2015	8	Cannot be sold			99.25	Pegasus Vehicle, Hangar (Personal Aircraft)	1.27 Ill-Gotten Gains Part 1	326		Planes	
buckingham-luxor.html	81.00	Elitas Travel	25.00			FWD	All Editions		35.00	Buckingham	6400		60.06	1625000	September 17, 2013	10	Cannot be sold			99.25	Pegasus Vehicle, Hangar (Personal Aircraft)	1.01 Game Launch	326		Planes	
buckingham-maverick.html	92.86	Elitas Travel					All Editions		90.38	Buckingham	6500		86.66	780000	September 17, 2013	4	Cannot be sold			76.75	Pegasus Vehicle, Hangar (Personal Aircraft)	1.01 Game Launch	160		Helicopters	
buckingham-miljet.html	41.50	Elitas Travel	41.74			FWD	All Editions		13.05	Buckingham	6400		34.72	1700000	August 19, 2014	16	Cannot be sold			42.60	Pegasus Vehicle, Hangar (Personal Aircraft)	1.16 SA Flight School	140		Planes	
buckingham-nimbus.html	41.50	Elitas Travel	42.98			FWD	GTA Online - Next Gen		13.40	Buckingham	6500		49.44	1900000	June 7, 2016	8	Cannot be sold			99.86	Pegasus Vehicle, Hangar (Personal Aircraft)	1.34 Further Adventures in Finance and Felony	328		Planes	
buckingham-police-maverick.html	94.64	Cannot be acquired					All Editions		95.58	Buckingham	6500		88.99		September 17, 2013	4	Cannot be sold			76.75	Cannot be stored	1.01 Game Launch	160		Emergency, Helicopters	
buckingham-pyro.html	62.99	Warstock Cache & Carry	57.50		3350000	FWD	GTA Online - Next Gen		5.56	Buckingham	4000	*The discounted SecuroServ Trade Price becomes available after the player has completed 33 Air Freight Cargo Missions.	56.51	4455500	October 10, 2017	2	Can be sold only if purchased (High-End)	2673300		99.99	Hangar (Personal Aircraft)	1.41 Smuggler's Run	329		Planes	Armed Vehicle
buckingham-shamal.html	81.00	Elitas Travel	25.00			FWD	All Editions		35.00	Buckingham	6400		60.06	1150000	September 17, 2013	10	Cannot be sold			99.25	Pegasus Vehicle, Hangar (Personal Aircraft)	1.01 Game Launch	326		Planes	
buckingham-supervolito-carbon.html	100.00	Elitas Travel					GTA Online - Next Gen		100.00	Buckingham	6500		92.25	3330000	December 15, 2015	4	Cannot be sold			76.75	Pegasus Vehicle, Hangar (Personal Aircraft)	1.31 Executives and Other Criminals	160		Helicopters	
buckingham-supervolito.html	100.00	Elitas Travel					GTA Online - Next Gen		100.00	Buckingham	6500		92.25	2113000	December 15, 2015	4	Cannot be sold			76.75	Pegasus Vehicle, Hangar (Personal Aircraft)	1.31 Executives and Other Criminals	160		Helicopters	
buckingham-swift-deluxe.html	99.71	Elitas Travel					All Editions		95.34	Buckingham	6500		90.60	5150000	June 10, 2015	4	Cannot be sold			76.75	Pegasus Vehicle, Hangar (Personal Aircraft)	1.27 Ill-Gotten Gains Part 1	160		Helicopters	
buckingham-swift.html	99.11	Elitas Travel					All Editions		95.34	Buckingham	6500		90.40	1500000	August 19, 2014	4	Cannot be sold			76.75	Pegasus Vehicle, Hangar (Personal Aircraft)	1.16 SA Flight School	160	Flying Bravo Livery ($1,600,000)	Helicopters	
buckingham-tug.html	12.94	DockTease					GTA Online - Next Gen		100.00	Buckingham	12200		41.35	1250000	June 7, 2016	1	Cannot be sold			11.11	Pegasus Vehicle	1.34 Further Adventures in Finance and Felony	18		Boats	
buckingham-valkyrie.html	94.64	Warstock Cache & Carry			2850000		GTA Online - All Platforms		84.51	Buckingham	6500	*The discounted Price becomes available after the player has completed the related Heist Mission.	86.10	3790500	March 10, 2015	4	Cannot be sold			79.15	Pegasus Vehicle, Hangar (Personal Aircraft)	1.21 Heists DLC	165	Valkyrie MOD.0 (Cannon-less)	Helicopters	Armed Vehicle
buckingham-vestra.html	46.00	Elitas Travel	48.94			RWD	All Editions		29.98	Buckingham	5000		41.96	950000	March 4, 2014	2	Cannot be sold			42.90	Pegasus Vehicle, Hangar (Personal Aircraft)	1.11 Business	141		Planes	
buckingham-volatus.html	98.21	Elitas Travel					GTA Online - Next Gen		97.97	Buckingham	8000		90.98	2295000	June 7, 2016	4	Cannot be sold			76.75	Pegasus Vehicle, Hangar (Personal Aircraft)	1.34 Further Adventures in Finance and Felony	160		Helicopters	
cable-car.html		Cannot be acquired					Uncontrollable					Also known as Aerial Tramway			September 17, 2013	1	Cannot be sold				Cannot be stored	1.01 Game Launch			Service	
caddy-utility.html	75.00	Warstock Cache & Carry	6.67			RWD	All Editions	1	43.94	Nagasaki	600	Available as Bunker Transportation Option	40.12	85000	September 17, 2013	2	Cannot be sold			34.88	Bunker	1.01 Game Launch	65		Utility	Electric Vehicle
canis-bodhi.html	53.75	Can be stolen / found, Southern S.A. Super Autos	36.67	Channel X, Los Santos Rock Radio		AWD	All Editions	5	68.18	Canis	2600	Trevor's truck	57.62	25000	September 17, 2013	4	Can be sold if purchased or stolen	15000	2500	71.90	Garage (Personal Vehicle)	1.01 Game Launch	134		Off-Road	
canis-crusader.html	45.00	Warstock Cache & Carry	10.00			AWD	All Editions	5	57.58	Canis	2400		45.58	225000	September 17, 2013	4	Cannot be sold			69.75	Pegasus Vehicle	1.01 Game Launch	130		Military, SUVs	
canis-kalahari-topless.html	65.00	Southern S.A. Super Autos	33.33			AWD	All Editions	4	53.94	Canis	800		54.16	51000	October 2, 2014	2	Can be sold only if purchased (High-End)	30600		64.39	Garage (Personal Vehicle)	1.17 Last Team Standing	120		Off-Road	
canis-kalahari.html	65.00	Southern S.A. Super Autos	33.33			AWD	All Editions	4	53.94	Canis	800		54.16	40000	November 19, 2013	2	Can be sold only if purchased (High-End)	24000		64.39	Garage (Personal Vehicle)	1.06 Beach Bum	120		Off-Road	
canis-kamacho.html	63.75	Southern S.A. Super Autos	10.00			AWD	GTA Online - Next Gen	5	60.61	Canis	2350		51.56	345000	February 6, 2018	4	Can be sold only if purchased (High-End)	207000		71.90	Garage (Personal Vehicle)	1.42 The Doomsday Heist	134		Off-Road	
canis-mesa-merryweather.html	42.50	Can be stolen / found, Warstock Cache & Carry	10.00			AWD	All Editions	5	60.61	Canis	2400		45.71	87000	September 17, 2013	4	Can be sold if purchased or stolen	52200	8700	69.75	Garage (Personal Vehicle)	1.01 Game Launch	130		Off-Road	
canis-mesa.html	42.50	Can be stolen / found	10.00	Non-Stop-Pop FM		AWD	All Editions	5	60.61	Canis	2400		45.71		September 17, 2013	4	Can be sold only if stolen		3000	69.75	Garage (Personal Vehicle)	1.01 Game Launch	130	Snow Variant (North Yankton - cannot be purchased)	SUVs	
canis-seminole.html	45.00	Can be stolen / found, Southern S.A. Super Autos	26.67	Space 103.2, The Lowdown 91.1		AWD	All Editions	5	62.12	Canis	2400		50.88	30000	September 17, 2013	4	Can be sold if purchased or stolen	18000	3000	69.75	Garage (Personal Vehicle)	1.01 Game Launch	130		SUVs	
caracara-4x4.html	67.50	Southern S.A. Super Autos	10.00			AWD	GTA Online - Next Gen		62.12	Vapid			53.42	875000	July 23, 2019	4	Can be sold only if purchased (High-End)	525000		74.04	Garage (Personal Vehicle)	1.47 Diamond Casino & Resort			Off-Road	
cargo-plane.html	57.00	Cannot be acquired	25.00			RWD	Mission Only		30.00		38000		49.41		September 17, 2013	2	Cannot be sold			85.65	Cannot be stored	1.01 Game Launch	284		Planes	
cargobob-jetsam.html	91.07	Warstock Cache & Carry					All Editions		74.04	Western Company	15000	Made available for purchase in GTA Online with the Further Adventures in Finance and Felony Update on June 7, 2016	80.62	1995000	September 17, 2013	10	Cannot be sold			76.75	Pegasus Vehicle, Hangar (Personal Aircraft)	1.01 Game Launch	160		Helicopters	Towing Hitch
cerberus-arena.html	47.50	ArenaWar.tv	8.33		2910000	RWD	GTA Online - Next Gen	3	48.48	MTL	6500	*The discounted SecuroServ Trade Price becomes available after the player has unlocked it as a sponsorship tier reward in the Arena War Career. Requires an Arena Workshop Garage.	42.44	3870300	December 11, 2018	2	Can be sold only if purchased (High-End)	2322180		65.46	Arena Workshop	1.46 Arena War	122	Apocalypse Cerberus; Future Shock Cerberus; Nightmare Cerberus	Commercial	Armed Vehicle, Arena Contender
chariot-romero-hearse.html	37.50	Can be stolen / found, Southern S.A. Super Autos	16.67			RWD	All Editions	5	59.09	Chariot	2000	Previously only stealable, it was made also available for purchase in GTA Online on September 25, 2018	45.08	45000	September 17, 2013	4	Can be sold if purchased or stolen	27000	4500	67.07	Garage (Personal Vehicle)	1.01 Game Launch	125		Sedans	
chernobog.html	30.00	Warstock Cache & Carry	3.33		2490000	AWD	GTA Online - Next Gen	5	60.61	HVY	40000	*The discounted SecuroServ Trade Price becomes available after the player has completed the related Doomsday Heist Mission. Requires a Facility Property. Missile-Launcher Truck.	36.23	3311700	December 12, 2017	2	Cannot be sold			50.97	Facility Property	1.42 The Doomsday Heist	95		Military	Weaponized Vehicle, Armed Vehicle, Towing Hitch
cheval-fugitive.html	50.00	Can be stolen / found, Southern S.A. Super Autos	30.00	Non-Stop-Pop FM		RWD	All Editions	5	75.76	Cheval	1600		58.39	24000	September 17, 2013	4	Can be sold if purchased or stolen	14400	2400	77.80	Garage (Personal Vehicle)	1.01 Game Launch	145		Sedans	
cheval-marshall.html	100.00	Warstock Cache & Carry	21.67			AWD	Next Gen, RP Bonus	3	68.18	Cheval	4000	FREE for Returning Players	62.22	500000	November 18, 2014	2	Cannot be sold			59.02	Pegasus Vehicle	1.18 Next Gen Release	110	Country Liveries	Off-Road	
cheval-picador.html	55.00	Can be stolen / found, Southern S.A. Super Autos	26.67			AWD	All Editions	5	62.12	Cheval	1600		54.06	9000	September 17, 2013	2	Can be sold if purchased or stolen	5400	900	72.43	Garage (Personal Vehicle)	1.01 Game Launch	135		Muscle	
cheval-surge.html	25.00	Can be stolen / found, Southern S.A. Super Autos	20.00	FlyLo FM, Soulwax FM		FWD	All Editions	1	65.15	Cheval	1800		46.32	38000	September 17, 2013	4	Can be sold if purchased or stolen	22800	3800	75.12	Garage (Personal Vehicle)	1.01 Game Launch	140		Sedans	Electric Vehicle
cheval-taipan.html	89.25	Legendary Motorsport	33.33			RWD	GTA Online - Next Gen	6	100.00	Cheval	1400		78.48	1980000	March 20, 2018	2	Can be sold only if purchased (High-End)	1188000		91.35	Garage (Personal Vehicle)	1.43 Southern SA Super Sport Series	170		Super	
clique.html	75.00	Legendary Motorsport	28.33			RWD	GTA Online - Next Gen	4	71.21	Vapid	1250	Players who logged to GTA Online on December 25, 2018 received the vehicle for free.	63.76	909000	December 25, 2018	2	Can be sold only if purchased (High-End)	545400		80.48	Garage (Personal Vehicle)	1.46 Arena War	150		Muscle	
clown-van.html	45.00	Bonus Reward	20.00	FlyLo FM, Soulwax FM		RWD	All Editions	5	54.55	Vapid	2500	"In Story Mode it appears exclusively as part of the ""Grass Roots"" mission."	47.32		September 17, 2013	4	Cannot be sold			69.75	Pegasus Vehicle	1.01 Game Launch	130		Vans	
coil-brawler.html	62.50	Legendary Motorsport	20.67	Channel X		AWD	All Editions	5	56.06	Coil	2100		52.92	715000	July 8, 2015	2	Can be sold only if purchased (High-End)	429000		72.43	Garage (Personal Vehicle)	1.28 Ill-Gotten Gains Part 2	140		Off-Road	
coil-cyclone.html	80.00	Legendary Motorsport	33.33			AWD	GTA Online - Next Gen	1	79.39	Coil	1800		68.97	1890000	November 14, 2017	2	Can be sold only if purchased (High-End)	1134000		83.17	Garage (Personal Vehicle)	1.41 Smuggler's Run	158		Super	Electric Vehicle
coil-raiden.html	61.25	Legendary Motorsport	43.33			AWD	GTA Online - Next Gen	1	65.15	Coil	2100		63.39	1375000	December 12, 2017	4	Can be sold only if purchased (High-End)	825000		83.84	Garage (Personal Vehicle)	1.42 The Doomsday Heist	156		Sports	Electric Vehicle
coil-rocket-voltic.html	45.00	Warstock Cache & Carry	33.33		2880000	RWD	GTA Online - Next Gen	1	76.67	Coil	1200	*The discounted SecuroServ Trade Price becomes available after the player has completed the related Special Vehicle Work Mission. Requires a Vehicle Warehouse (vehicle stored in the Underground Garage).	58.20	3830400	December 13, 2016	2	Cannot be sold			77.80	Vehicle Warehouse (Special)	1.37 Import/Export	145		Super	Special Vehicle, Electric Vehicle
coil-voltic-topless.html	90.00	Legendary Motorsport	33.33	FlyLo FM, Soulwax FM		RWD	All Editions	1	76.67	Coil	1030		69.45	150000	September 17, 2013	2	Can be sold only if purchased (High-End)	90000		77.80	Garage (Personal Vehicle)	1.01 Game Launch	145		Super	Electric Vehicle
coil-voltic.html	90.00	Legendary Motorsport	33.33	FlyLo FM, Soulwax FM		RWD	All Editions	1	76.67	Coil	1030		69.45	150000	September 17, 2013	2	Can be sold only if purchased (High-End)	90000		77.80	Garage (Personal Vehicle)	1.01 Game Launch	145		Super	Electric Vehicle
crane.html		Cannot be acquired					Uncontrollable, Mission Only			HVY					September 17, 2013	1	Cannot be sold				Cannot be stored	1.01 Game Launch			Industrial	
cruiser.html	10.00	Can be stolen / found, Pedal and Metal Cycles	46.67			RWD	All Editions		27.27		120		27.02	800	September 17, 2013	1	Cannot be sold			24.14	Garage (Personal Vehicle)	1.01 Game Launch	45		Cycles	
deathbike-arena.html	78.13	ArenaWar.tv	36.67			RWD	GTA Online - Next Gen	4	62.12	Western	135	Obtained by upgrading the Gargoyle bike stock model to a custom variant at the Arena Workshop	63.95	1269000	December 11, 2018	1	Can be sold only if purchased (High-End)	761400		78.87	Garage (Personal Vehicle), Arena Workshop	1.46 Arena War	147	Apocalypse Deathbike; Future Shock Deathbike; Nightmare Deathbike	Motorcycles	Custom Vehicle, Armed Vehicle, Arena Contender
declasse-asea.html	50.00	Can be stolen / found, Southern S.A. Super Autos	13.33	FlyLo FM, Soulwax FM		FWD	All Editions	5	62.12	Declasse	1400		50.81	12000	September 17, 2013	4	Can be sold if purchased or stolen	7200	1200	77.80	Garage (Personal Vehicle)	1.01 Game Launch	145	Snow Variant (North Yankton - cannot be purchased)	Sedans	
declasse-burrito.html	40.00	Can be stolen / found	20.00	Channel X		RWD	All Editions	5	59.09	Declasse	2500		47.21		September 17, 2013	4	Cannot be sold			69.75	Garage (Personal Vehicle)	1.01 Game Launch	130	Liveries: LSDWP; McGill-Olsen; Bugstars (Cannot be purchased); Snow Variant (North Yankton - cannot be purchased)	Vans	
declasse-fib.html	50.00	Cannot be acquired	26.67			AWD	All Editions	5	65.15	Declasse	2400		54.23		September 17, 2013	8	Cannot be sold			75.12	Cannot be stored	1.01 Game Launch	140		Emergency	
declasse-gang-burrito.html	40.00	Southern S.A. Super Autos	20.00	Channel X	65000	RWD	All Editions	5	59.09	Declasse	2500	*The discounted Price becomes available after the player has completed the related Heist Mission.	47.21	86450	March 10, 2015	4	Can be sold only if purchased (High-End)	39000		69.75	Garage (Personal Vehicle)	1.21 Heists DLC	130	The Lost MC Livery	Vans	
declasse-granger.html	47.50	Can be stolen / found, Southern S.A. Super Autos	26.67	Non-Stop-Pop FM		AWD	All Editions	5	65.15	Declasse	2400		53.61	35000	September 17, 2013	8	Can be sold if purchased or stolen	21000	3500	75.12	Garage (Personal Vehicle)	1.01 Game Launch	140		SUVs	
declasse-hotring-sabre.html	83.75	Southern S.A. Super Autos	23.33			RWD	GTA Online - Next Gen	4	77.27	Declasse	1508		67.42	830000	March 20, 2018	2	Can be sold only if purchased (High-End)	498000		85.31	Garage (Personal Vehicle)	1.43 Southern SA Super Sport Series	159		Sports	
declasse-lifeguard.html	50.00	Cannot be acquired	26.67			RWD	All Editions	5	62.12	Declasse	2400		53.48		September 17, 2013	4	Cannot be sold			75.12	Cannot be stored	1.01 Game Launch	140		Emergency	
declasse-mamba.html	85.00	Legendary Motorsport	16.67	Channel X		RWD	GTA Online - Next Gen	4	75.76	Declasse	1160		64.21	995000	December 15, 2015	2	Can be sold only if purchased (High-End)	597000		79.41	Garage (Personal Vehicle)	1.31 Executives and Other Criminals	148		Sports Classic	
declasse-moonbeam-custom.html	52.50	Benny's Original Motor Works	13.33			RWD	GTA Online - Next Gen	4	60.61	Declasse	2400	Obtained by upgrading the regular vehicle to the custom variant at Benny's Original Motor Works	48.38	370000	October 20, 2015	4	Can be sold only if purchased (High-End)	222000		67.07	Garage (Personal Vehicle)	1.30 Lowriders	125		Muscle	Custom Vehicle
declasse-moonbeam.html	52.50	Benny's Original Motor Works	13.33			RWD	GTA Online - Next Gen	4	60.61	Declasse	2400		48.38	32500	October 20, 2015	4	Can be sold only if purchased (High-End)	19500		67.07	Garage (Personal Vehicle)	1.30 Lowriders	125		Muscle	
declasse-park-ranger.html	50.00	Cannot be acquired	26.67			AWD	All Editions	5	65.15	Declasse	2400		53.56		September 17, 2013	8	Cannot be sold			72.43	Cannot be stored	1.01 Game Launch	135		Emergency, SUVs	
declasse-police-transporter.html	40.00	Cannot be acquired	20.00			RWD	All Editions	5	59.09	Declasse	2500		47.21		September 17, 2013	4	Cannot be sold			69.75	Cannot be stored	1.01 Game Launch	130		Emergency	Armored Vehicle
declasse-premier.html	50.00	Can be stolen / found, Southern S.A. Super Autos	20.00	Rebel Radio		FWD	All Editions	5	63.64	Declasse	1600		52.86	10000	September 17, 2013	4	Can be sold if purchased or stolen	6000	1000	77.80	Garage (Personal Vehicle)	1.01 Game Launch	145		Sedans	
declasse-rancher-xl.html	45.00	Can be stolen / found, Southern S.A. Super Autos	26.67			AWD	All Editions	5	59.09	Declasse	2400		50.13	9000	September 17, 2013	4	Can be sold if purchased or stolen	5400	900	69.75	Garage (Personal Vehicle)	1.01 Game Launch	130	Snow Variant (North Yankton - cannot be purchased)	Off-Road	
declasse-rhapsody.html	57.50	Southern S.A. Super Autos	20.00	Worldwide FM		RWD	All Editions	5	62.12	Declasse	1350		52.75	140000	June 17, 2014	2	Can be sold only if purchased (High-End)	84000		71.36	Garage (Personal Vehicle)	1.14 I'm Not a Hipster	133		Compacts	
declasse-sabre-turbo-custom.html	70.50	Benny's Original Motor Works	27.33			RWD	GTA Online - Next Gen	5	68.48	Declasse	1300	Obtained by upgrading the regular vehicle to the custom variant at Benny's Original Motor Works	60.36	490000	April 19, 2016	2	Can be sold only if purchased (High-End)	294000		75.12	Garage (Personal Vehicle)	1.33 Lowriders: Custom Classics	140		Muscle	Custom Vehicle
declasse-sabre-turbo.html	70.00	Can be stolen / found, Benny's Original Motor Works	26.67	Los Santos Rock Radio, Radio Mirror Park, Vinewood Boulevard Radio		RWD	All Editions	5	68.18	Declasse	1200		59.99	15000	September 17, 2013	2	Can be sold if purchased or stolen	9000	1500	75.12	Garage (Personal Vehicle)	1.01 Game Launch	140		Muscle	
declasse-sheriff-suv.html	50.00	Cannot be acquired	26.67			AWD	All Editions	5	65.15	Declasse	2400		54.23		September 17, 2013	8	Cannot be sold			75.12	Cannot be stored	1.01 Game Launch	140		Emergency	
declasse-stallion-burger-shot.html	77.50	Southern S.A. Super Autos	23.33	Space 103.2, The Lowdown 91.1		RWD	Next Gen, RP Bonus	5	68.18	Declasse	1650	Originally exclusive to Next Gen Single Player mode, was made available to all players in GTA Online with the Cunning Stunts Update. FREE for Returning Players.	61.57	277000	November 18, 2014	2	Can be sold only if purchased (High-End)	166200		77.26	Garage (Personal Vehicle)	1.18 Next Gen Release	144		Muscle	
declasse-stallion.html	72.50	Southern S.A. Super Autos	23.33	Worldwide FM		RWD	Next Gen, RP Bonus	5	68.18	Declasse	1650	FREE for Returning Players	60.32	71000	November 18, 2014	2	Can be sold only if purchased (High-End)	42600		77.26	Garage (Personal Vehicle)	1.18 Next Gen Release	144		Muscle	
declasse-tampa-drift.html	82.50	Southern S.A. Super Autos	16.67			AWD	GTA Online - Next Gen	4	68.18	Declasse	1100		61.96	995000	July 19, 2016	2	Can be sold only if purchased (High-End)	597000		80.48	Garage (Personal Vehicle)	1.35 Cunning Stunts	150		Sports	
declasse-tampa-weaponized.html	82.50	Warstock Cache & Carry	16.67		1585000	AWD	GTA Online - Next Gen	4	68.18	Declasse	1400	*The discounted SecuroServ Trade Price becomes available after the player has completed the related Mobile Operations Mission.	61.29	2108050	June 13, 2017	2	Can be sold only if purchased (High-End)	1264830		77.80	Garage (Personal Vehicle)	1.40 Gunrunning Pack	145		Muscle	Weaponized Vehicle, Armed Vehicle
declasse-tampa.html	67.50	Southern S.A. Super Autos	26.67	Los Santos Rock Radio, Radio Mirror Park, Vinewood Boulevard Radio		RWD	GTA Online - Next Gen	4	68.18	Declasse	1200		59.37	375000	December 23, 2015	2	Can be sold only if purchased (High-End)	225000		75.12	Garage (Personal Vehicle)	1.31 Festive Surprise 2015	140		Muscle	
declasse-tornado-convertible.html	40.00	Can be stolen / found	8.33	East Los FM		RWD	All Editions	4	54.55	Declasse	2100		43.16		September 17, 2013	2	Can be sold only if stolen		12575	69.75	Garage (Personal Vehicle)	1.01 Game Launch	130	Gang Variants (Cannot be purchased)	Sports Classic	Convertible (Hard-top)
declasse-tornado-custom.html	40.25	Benny's Original Motor Works	8.50			RWD	GTA Online - Next Gen	4	56.06	Declasse	2200	Obtained by upgrading the regular vehicle to the custom variant at Benny's Original Motor Works	43.64	375000	April 4, 2016	2	Can be sold only if purchased (High-End)	225000		69.75	Garage (Personal Vehicle)	1.33 Lowriders: Custom Classics	130		Sports Classic	Custom Vehicle
declasse-tornado-rat-rod.html	70.00	Southern S.A. Super Autos	8.33			RWD	GTA Online - Next Gen	4	60.61	Declasse	2100		52.17	378000	November 1, 2016	2	Can be sold only if purchased (High-End)	226800		69.75	Garage (Personal Vehicle)	1.36 Bikers	130		Sports Classic	
declasse-tornado.html	40.00	Can be stolen / found, Benny's Original Motor Works	8.33	Worldwide FM		RWD	All Editions	4	54.55	Declasse	2100		43.16	30000	September 17, 2013	2	Can be sold if purchased or stolen	18000	3000	69.75	Garage (Personal Vehicle)	1.01 Game Launch	130	Beater Variant (rusty); Gang Variants (Cannot be purchased)	Sports Classic	
declasse-vigero.html	72.50	Can be stolen / found, Southern S.A. Super Autos	26.67	Channel X		RWD	All Editions	5	62.12	Declasse	1800		59.10	21000	September 17, 2013	2	Can be sold if purchased or stolen	12600	2100	75.12	Garage (Personal Vehicle)	1.01 Game Launch	140		Muscle	
declasse-voodoo-custom.html	45.00	Benny's Original Motor Works	23.33			RWD	GTA Online - Next Gen	4	56.06	Declasse	2100	Obtained by upgrading the regular vehicle to the custom variant at Benny's Original Motor Works	48.54	420000	October 20, 2015	2	Can be sold only if purchased (High-End)	252000		69.75	Garage (Personal Vehicle)	1.30 Lowriders	130		Muscle	Custom Vehicle
declasse-voodoo.html	42.50	Can be stolen / found, Benny's Original Motor Works	8.33	The Blue Ark		RWD	All Editions	4	56.06	Declasse	2100		44.16	5500	September 17, 2013	2	Can be sold if purchased or stolen	3300	550	69.75	Garage (Personal Vehicle)	1.01 Game Launch	130		Muscle	
declasse-yosemite.html	71.25	Southern S.A. Super Autos	25.00			RWD	GTA Online - Next Gen	4	71.97	Declasse	1300		60.43	485000	December 12, 2017	2	Can be sold only if purchased (High-End)	291000		73.51	Garage (Personal Vehicle)	1.42 The Doomsday Heist	137		Muscle	
deveste-eight.html	100.00	Legendary Motorsport	33.33			RWD	GTA Online - Next Gen	6	82.58	Principe	2300		76.78	1795000	February 21, 2019	2	Can be sold only if purchased (High-End)	1077000		91.21	Garage (Personal Vehicle)	1.46 Arena War	170		Super	
deviant.html	72.50	Legendary Motorsport	16.67			RWD	GTA Online - Next Gen	4	68.18	Schyster	1500		58.79	512000	February 7, 2019	2	Can be sold only if purchased (High-End)	307200		77.80	Garage (Personal Vehicle)	1.46 Arena War	145		Muscle	
dewbauchee-exemplar.html	65.00	Legendary Motorsport	30.00	East Los FM		RWD	All Editions	6	78.79	Dewbauchee	1800		62.90	205000	September 17, 2013	4	Can be sold only if purchased (High-End)	123000		77.80	Garage (Personal Vehicle)	1.01 Game Launch	145		Coupes	
dewbauchee-jb-700.html	65.00	Legendary Motorsport	20.00	Worldwide FM		RWD	All Editions	5	65.15	Dewbauchee	1600		57.66	350000	September 17, 2013	2	Can be sold only if purchased (High-End)	210000		80.48	Garage (Personal Vehicle)	1.01 Game Launch	150		Sports Classic	Armed Vehicle
dewbauchee-massacro-racecar.html	91.00	Southern S.A. Super Autos	30.00	Worldwide FM		RWD	All Editions	6	73.64	Dewbauchee	1700		69.61	385000	December 18, 2014	2	Can be sold only if purchased (High-End)	231000		83.81	Garage (Personal Vehicle)	1.19 Festive Surprise 2014	156		Sports	
dewbauchee-massacro.html	90.25	Legendary Motorsport	30.00	Non-Stop-Pop FM		RWD	All Editions	6	74.24	Dewbauchee	1700		69.15	275000	May 13, 2014	2	Can be sold only if purchased (High-End)	165000		82.09	Garage (Personal Vehicle)	1.13 High Life	156		Sports	
dewbauchee-rapid-gt-classic.html	75.00	Legendary Motorsport	16.67			RWD	GTA Online - Next Gen	5	78.79	Dewbauchee	1570		62.67	885000	September 12, 2017	2	Can be sold only if purchased (High-End)	531000		80.21	Garage (Personal Vehicle)	1.41 Smuggler's Run	150		Sports Classic	
dewbauchee-rapid-gt-sports.html	90.00	Legendary Motorsport	33.33	Radio Los Santos, The Lab, West Coast Classics		RWD	All Editions	6	74.24	Dewbauchee	1600		69.78	140000	September 17, 2013	2	Can be sold only if purchased (High-End)	84000		81.56	Garage (Personal Vehicle)	1.01 Game Launch	152		Sports	Convertible (Soft-top)
dewbauchee-rapid-gt.html	90.00	Legendary Motorsport	33.33	Non-Stop-Pop FM		RWD	All Editions	6	74.24	Dewbauchee	1600		69.78	132000	September 17, 2013	2	Can be sold only if purchased (High-End)	79200		81.56	Garage (Personal Vehicle)	1.01 Game Launch	152		Sports	
